2025-10-30 00:55:03.386 | INFO     | __main__:<module>:284 - 开始执行跨境税单RPA机器人
2025-10-30 04:56:22.206 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:56:26.393 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:56:26.393 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158213"}
2025-10-30 04:58:19.823 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:58:24.002 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:58:24.002 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158214"}
2025-10-30 05:00:15.374 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:00:19.561 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:00:19.561 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158215"}
2025-10-30 05:02:10.785 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:02:14.960 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:02:14.961 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158216"}
2025-10-30 05:04:07.260 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:04:11.452 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:04:11.452 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158217"}
2025-10-30 05:06:03.824 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:06:08.017 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:06:08.017 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158218"}
2025-10-30 05:07:59.260 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:08:03.451 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:08:03.451 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158219"}
2025-10-30 05:09:56.866 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:10:01.047 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:10:01.047 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158220"}
2025-10-30 05:12:03.485 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:12:07.680 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:12:07.680 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158221"}
2025-10-30 05:14:04.726 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:14:08.936 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:14:08.936 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158222"}
2025-10-30 05:16:00.327 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:16:04.537 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:16:04.538 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158223"}
2025-10-30 05:17:54.335 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:17:58.515 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:17:58.515 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158224"}
2025-10-30 05:19:57.437 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:20:01.614 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:20:01.614 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158225"}
2025-10-30 05:21:54.962 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:21:59.142 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:21:59.142 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158226"}
2025-10-30 05:23:52.520 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:23:56.718 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:23:56.718 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158227"}
2025-10-30 05:25:59.113 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:26:03.304 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:26:03.304 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158228"}
2025-10-30 05:28:01.536 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:28:05.721 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:28:05.721 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158229"}
2025-10-30 05:29:58.142 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:30:02.323 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:30:02.323 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158230"}
2025-10-30 05:31:55.552 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:31:59.750 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:31:59.751 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158231"}
2025-10-30 05:33:50.999 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:33:55.181 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:33:55.182 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158232"}
2025-10-30 05:35:48.536 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:35:52.725 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:35:52.726 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158233"}
2025-10-30 05:37:45.995 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:37:50.199 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:37:50.199 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158234"}
2025-10-30 05:39:41.533 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:39:45.702 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:39:45.702 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158235"}
2025-10-30 05:41:39.087 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:41:43.292 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:41:43.292 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158236"}
2025-10-30 05:43:35.586 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:43:39.745 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:43:39.745 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158237"}
2025-10-30 05:45:30.978 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:45:35.163 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:45:35.163 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158238"}
2025-10-30 05:47:27.397 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:47:31.603 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:47:31.603 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158239"}
2025-10-30 05:49:04.153 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:49:08.332 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:49:08.332 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158240"}
2025-10-30 05:51:04.421 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:51:08.602 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:51:08.602 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158241"}
2025-10-30 05:52:58.826 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:53:03.040 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:53:03.040 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158242"}
2025-10-30 05:54:55.435 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:54:59.619 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:54:59.619 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158243"}
2025-10-30 05:56:52.882 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:56:57.054 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:56:57.054 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158244"}
2025-10-30 05:58:50.279 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 05:58:54.467 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 05:58:54.467 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158245"}
2025-10-30 06:01:08.914 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:01:13.085 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:01:13.085 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158246"}
2025-10-30 06:03:05.330 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:03:09.502 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:03:09.502 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158247"}
2025-10-30 06:05:00.751 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:05:04.910 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:05:04.910 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158461"}
2025-10-30 06:06:55.283 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:06:59.451 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:06:59.451 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158462"}
2025-10-30 06:08:51.858 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:08:56.018 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:08:56.018 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158463"}
2025-10-30 06:10:48.265 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:10:52.449 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:10:52.449 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158464"}
2025-10-30 06:12:44.833 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:12:49.008 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:12:49.008 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158465"}
2025-10-30 06:14:41.375 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:14:45.572 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:14:45.572 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158466"}
2025-10-30 06:16:38.789 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:16:42.981 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:16:42.982 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158467"}
2025-10-30 06:18:48.438 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:18:52.621 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:18:52.621 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158468"}
2025-10-30 06:20:42.975 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:20:47.169 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:20:47.169 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158469"}
2025-10-30 06:22:39.534 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:22:43.716 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:22:43.717 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158470"}
2025-10-30 06:24:35.134 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:24:39.315 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:24:39.315 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158471"}
2025-10-30 06:41:59.980 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:42:32.923 | ERROR    | __main__:<module>:292 - Stream connection lost: TimeoutError(60, 'Operation timed out')
2025-10-30 06:42:37.084 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:42:37.084 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158472"}
2025-10-30 06:44:28.485 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:44:32.689 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:44:32.690 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158473"}
2025-10-30 06:46:23.949 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:46:28.118 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:46:28.118 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158487"}
2025-10-30 06:48:17.755 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:48:21.950 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:48:21.950 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158488"}
2025-10-30 06:50:13.372 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:50:17.547 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:50:17.547 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158489"}
2025-10-30 06:52:08.950 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:52:13.136 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:52:13.136 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158490"}
2025-10-30 06:54:05.359 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 06:54:09.544 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 06:54:09.544 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158793"}
